Author name	Unique Author ID	Paper ID	Coauthors	Year	Venue	Title
anurag gupta	agupta-23	2267	anurag gupta|ian f. akyildiz|richard fujimoto	1991	sigmetrics	perform analysi time warp homogen processor exponenti task time
anurag gupta	agupta-23	4105	anurag gupta|ian f. akyildiz|richard fujimoto	1991	ieee trans. software eng.	perform analysi time warp multipl homogen processor
ashok gupta	agupta-24	2800	ashok gupta|sreenivasa r. gorti|gerard jounghyun kim|ram d. sriram|albert wong	1998	computer-aided design	object orient represent product design process
amar gupta	agupta-27	3478	amar gupta|murali vemulapati|ram d. sriram	1995	joop	increment load persist c languag e
ajay k. gupta	agupta-25	2162	ajay k. gupta|r. sekar	2003	raid	approach detect propag email anomali detect
ajay k. gupta	agupta-25	186	ajay k. gupta|r. sekar|j. frullo|t. shanbhag|a. tiwari|h. yang|s. zhou	2002	acm conference on computer and communications security	specif base anomali detect approach detect network intrus
ajay gupta	agupta-26	1064	ajay gupta|manish bhide|mukesh k. mohania	2003	icde	bring databas manag task realm expert
ajay gupta	agupta-26	1053	ajay gupta|manish bhide|sandeep pandey|mukesh k. mohania	2003	icde	dynam access control framework base event
amarnath gupta	agupta-2	2530	amarnath gupta|terry e. weymouth|ramesh c. jain	1991	vldb	semant queri pictur vimsi model
amarnath gupta	agupta-2	153	amarnath gupta|bertram ludascher|maryann e. martone|xufei qian|edward ross|joshua tran|ilya zaslavsky	2002	bncod	system manag altern model model base mediat
amarnath gupta	agupta-2	3634	amarnath gupta|bertram ludascher	2003	omics	mani face process interact graph data manag perspect
amarnath gupta	agupta-2	3626	amarnath gupta|bertram ludascher|jeffrey s. grethe|maryann e. martone	2003	neural networks	formal diseas specif ontolog neuroinformat
amarnath gupta	agupta-2	2373	amarnath gupta|arun hampapur|bradley horowitz|chiao-fe shu|charles fuller|jeffrey r. bach|monika gorkani|ramesh c. jain	1997	storage and retrieval for image and video databases (spie)	virag video engin
amarnath gupta	agupta-2	2371	amarnath gupta|jeffrey r. bach|charles fuller|arun hampapur|bradley horowitz|rich humphrey|ramesh c. jain|chiao-fe shu	1996	storage and retrieval for image and video databases (spie)	virag imag search engin open framework imag manag
amarnath gupta	agupta-2	2772	amarnath gupta|ramesh c. jain	1997	commun. acm	visual inform retriev
amarnath gupta	agupta-2	3994	amarnath gupta|simone santini|ramesh c. jain	2001	ieee trans. knowl. data eng.	emerg semant interact imag databas
amarnath gupta	agupta-2	2422	amarnath gupta|shenglan zhang|xufei qian|maryann e. martone	2003	ssdbm	practic approach microscopi imag data manag midm neurosci
amarnath gupta	agupta-2	589	amarnath gupta|xufei qian|bertram ludascher|maryann e. martone	2002	edbt	navig virtual inform sourc
amarnath gupta	agupta-2	609	amarnath gupta|simone santini	2002	er	conceptu integr multipl partial geometr model
amarnath gupta	agupta-2	1928	amarnath gupta|simone santini	2001	multimedia information systems	data model queri wavelet featur imag databas
amarnath gupta	agupta-2	2542	amarnath gupta|simone santini	2002	vldb	gembas geometr mediat brain analysi surfac ensembl
amarnath gupta	agupta-2	2386	amarnath gupta|simone santini|ramesh c. jain	1999	storage and retrieval for image and video databases (spie)	queri multipl perspect video
amarnath gupta	agupta-2	3994	amarnath gupta|simone santini|ramesh c. jain	2001	ieee trans. knowl. data eng.	emerg semant interact imag databas
amarnath gupta	agupta-2	2401	amarnath gupta|terry e. weymouth|ramesh c. jain	1991	ssd	extend object orient data model larg imag base
amarnath gupta	agupta-2	2773	amarnath gupta|simone santini|ramesh c. jain	1997	commun. acm	search inform visual media
amarnath gupta	agupta-2	2492	amarnath gupta|terry e. weymouth|ramesh c. jain	1991	vdb	semant queri imag databas
amarnath gupta	agupta-2	2530	amarnath gupta|terry e. weymouth|ramesh c. jain	1991	vldb	semant queri pictur vimsi model
amarnath gupta	agupta-2	1054	amarnath gupta|shailendra k. bhonsle|simone santini|ramesh c. jain	2000	icde	semiord databas complex activ recognit multi sensori environ
amarnath gupta	agupta-2	560	amarnath gupta|simone santini|ramesh c. jain	1999	ds-8	user interfac emerg sement imag databas
amarnath gupta	agupta-2	2873	amarnath gupta|arun katkere|jennifer schlenzig|ramesh c. jain	1996	computer networks	interact video www vcr interfac
amarnath gupta	agupta-2	2376	amarnath gupta|patrick h. kelly|ramesh c. jain	1996	storage and retrieval for image and video databases (spie)	visual comput meet data model defin object multicamera video databas
amarnath gupta	agupta-2	1361	amarnath gupta|pedro a. de alarcon|alberto d. pascual-montano|jose maria carazo	2002	icpr (1)	model shape topolog d imag biolog specimen
amarnath gupta	agupta-2	1213	amarnath gupta|simone santini	2001	icme	wavelet data model imag databas
amarnath gupta	agupta-2	2284	amarnath gupta|bertram ludascher|maryann e. martone	2003	sigmod conference	birn m semant mediat solv real world neurosci problem
amarnath gupta	agupta-2	2418	amarnath gupta|bertram ludascher|ilkay altintas	2003	ssdbm	compil abstract scientif workflow web servic workflow
amarnath gupta	agupta-2	2403	amarnath gupta|ilkay altintas|sangeeta bhagwanani|david buttler|sandeep chandra|zhengang cheng|matthew coleman|terence critchlow|wei han|ling liu|bertram ludascher|calton pu|reagan moore|arie shoshani|mladen a. vouk	2003	ssdbm	model execut environ distribut scientif workflow
amarnath gupta	agupta-2	2547	amarnath gupta|tianqiu wang|simone santini	2003	vldb	interpol volum data model
amarnath gupta	agupta-2	539	amarnath gupta|chaitanya k. baru|vincent chu|bertram ludascher|richard marciano|yannis papakonstantinou|pavel velikhov	1999	acm dl	xml base inform mediat digit librari
amarnath gupta	agupta-2	2279	amarnath gupta|chaitanya k. baru|bertram ludascher|richard marciano|yannis papakonstantinou|pavel velikhov|vincent chu	1999	sigmod conference	xml base inform mediat mix
amarnath gupta	agupta-2	2491	amarnath gupta|simone santini	2000	vdb	featur algebra visual databas case histogram algebra
amarnath gupta	agupta-2	1739	amarnath gupta|richard marciano|ilya zaslavsky|chaitanya k. baru	1999	integrated spatial databases	integr gi imageri xml base inform mediat
amarnath gupta	agupta-2	2403	amarnath gupta|ilkay altintas|sangeeta bhagwanani|david buttler|sandeep chandra|zhengang cheng|matthew coleman|terence critchlow|wei han|ling liu|bertram ludascher|calton pu|reagan moore|arie shoshani|mladen a. vouk	2003	ssdbm	model execut environ distribut scientif workflow
amarnath gupta	agupta-2	2499	amarnath gupta|shailendra k. bhonsle|simone santini|marcel worring|ramesh c. jain	1999	visual	complex visual activ recognit tempor order databas
amarnath gupta	agupta-2	1054	amarnath gupta|shailendra k. bhonsle|simone santini|ramesh c. jain	2000	icde	semiord databas complex activ recognit multi sensori environ
amarnath gupta	agupta-2	3662	amarnath gupta|arnold w. m. smeulders|marcel worring|simone santini|ramesh c. jain	2000	ieee trans. pattern anal. mach. intell.	content base imag retriev end earli year
amarnath gupta	agupta-2	1391	amarnath gupta|mohan m. trivedi|shailendra k. bhonsle	2000	icpr	databas architectur autonom transport agent scene network incid manag aton
amarnath gupta	agupta-2	2547	amarnath gupta|tianqiu wang|simone santini	2003	vldb	interpol volum data model
amarnath gupta	agupta-2	3177	amarnath gupta|gully burns|klaas e. stephan|bertram ludascher|rolf kotter	2001	neurocomputing	feder neuroscientif knowledg manag system brain atlas
amarnath gupta	agupta-2	313	amarnath gupta|monica chagoyen|m. erdem kurul|pedro a. de alarcon|simone santini|bertram ludascher|jose maria carazo	2003	csb	semant mediat approach problem comput molecular biologi
amarnath gupta	agupta-2	2284	amarnath gupta|bertram ludascher|maryann e. martone	2003	sigmod conference	birn m semant mediat solv real world neurosci problem
amarnath gupta	agupta-2	3711	amarnath gupta|bhabatosh chanda	1996	pattern recognition letters	hue preserv enhanc scheme class colour imag
amarnath gupta	agupta-2	2412	amarnath gupta|bertram ludascher|maryann e. martone	2000	ssdbm	knowledg base integr neurosci data sourc
amarnath gupta	agupta-2	2772	amarnath gupta|ramesh c. jain	1997	commun. acm	visual inform retriev
amarnath gupta	agupta-2	533	amarnath gupta|ilya zaslavsky|bertram ludascher|shabbar tambawala	2001	dexa workshop	queri evalu present plan spatial mediat extend xml base mediat heterogen sourc gi imageri data invit address
amarnath gupta	agupta-2	1074	amarnath gupta|bertram ludascher|maryann e. martone	2001	icde	model base mediat domain map
amarnath gupta	agupta-2	2539	amarnath gupta|bertram ludascher|maryann e. martone	2000	vldb	model base inform integr neurosci mediat system
amarnath gupta	agupta-2	607	amarnath gupta|bertram ludascher	1999	er (workshops)	model interact web sourc inform mediat
amarnath gupta	agupta-2	539	amarnath gupta|chaitanya k. baru|vincent chu|bertram ludascher|richard marciano|yannis papakonstantinou|pavel velikhov	1999	acm dl	xml base inform mediat digit librari
amarnath gupta	agupta-2	2279	amarnath gupta|chaitanya k. baru|bertram ludascher|richard marciano|yannis papakonstantinou|pavel velikhov|vincent chu	1999	sigmod conference	xml base inform mediat mix
amarnath gupta	agupta-2	589	amarnath gupta|xufei qian|bertram ludascher|maryann e. martone	2002	edbt	navig virtual inform sourc
amarnath gupta	agupta-2	611	amarnath gupta|tianqiu wang|simone santini	2003	er	interpol volum model databas
amarnath gupta	agupta-2	1066	amarnath gupta|bertram ludascher|maryann e. martone	2001	icde demo sessions	extens model base mediatior system domain map
amarnath gupta	agupta-2	2499	amarnath gupta|shailendra k. bhonsle|simone santini|marcel worring|ramesh c. jain	1999	visual	complex visual activ recognit tempor order databas
amarnath gupta	agupta-2	1833	amarnath gupta|bertram ludascher|reagan moore	2002	jcdl	ontolog servic curriculum develop nsdl
amarnath gupta	agupta-2	2422	amarnath gupta|shenglan zhang|xufei qian|maryann e. martone	2003	ssdbm	practic approach microscopi imag data manag midm neurosci
a. gupta	agupta-2	1501	a. gupta|a. bagchi	1992	ictai	learn object model visual semant network
amarnath gupta	agupta-2	2401	amarnath gupta|terry e. weymouth|ramesh c. jain	1991	ssd	extend object orient data model larg imag base
amarnath gupta	agupta-2	3054	amarnath gupta|chaitanya k. baru	1999	future generation comp. syst.	extens inform model share scientif data collect
amarnath gupta	agupta-2	2773	amarnath gupta|simone santini|ramesh c. jain	1997	commun. acm	search inform visual media
amarnath gupta	agupta-2	1739	amarnath gupta|richard marciano|ilya zaslavsky|chaitanya k. baru	1999	integrated spatial databases	integr gi imageri xml base inform mediat
amarnath gupta	agupta-2	1833	amarnath gupta|bertram ludascher|reagan moore	2002	jcdl	ontolog servic curriculum develop nsdl
amarnath gupta	agupta-2	602	amarnath gupta|bertram ludascher|maryann e. martone	2002	er	regist scientif inform sourc semant mediat
amarnath gupta	agupta-2	602	amarnath gupta|bertram ludascher|maryann e. martone	2002	er	regist scientif inform sourc semant mediat
amarnath gupta	agupta-2	153	amarnath gupta|bertram ludascher|maryann e. martone|xufei qian|edward ross|joshua tran|ilya zaslavsky	2002	bncod	system manag altern model model base mediat
amarnath gupta	agupta-2	2492	amarnath gupta|terry e. weymouth|ramesh c. jain	1991	vdb	semant queri imag databas
amarnath gupta	agupta-2	590	amarnath gupta|bertram ludascher|ilkay altintas	2002	edbt workshops	time leav tree syntact conceptu queri xml
amarnath gupta	agupta-2	3177	amarnath gupta|gully burns|klaas e. stephan|bertram ludascher|rolf kotter	2001	neurocomputing	feder neuroscientif knowledg manag system brain atlas
amarnath gupta	agupta-2	2418	amarnath gupta|bertram ludascher|ilkay altintas	2003	ssdbm	compil abstract scientif workflow web servic workflow
amarnath gupta	agupta-2	1074	amarnath gupta|bertram ludascher|maryann e. martone	2001	icde	model base mediat domain map
amarnath gupta	agupta-2	607	amarnath gupta|bertram ludascher	1999	er (workshops)	model interact web sourc inform mediat
amarnath gupta	agupta-2	590	amarnath gupta|bertram ludascher|ilkay altintas	2002	edbt workshops	time leav tree syntact conceptu queri xml
ashish gupta	agupta-3	2116	ashish gupta|yehoshua sagiv|jeffrey d. ullman|jennifer widom	1994	ppcp	effici complet test databas integr constraint check
ashish gupta	agupta-3	2528	ashish gupta|venky harinarayan|dallan quass	1995	vldb	aggreg queri process data wareh environ
ashish gupta	agupta-3	2529	ashish gupta|inderpal singh mumick	1996	vldb	data wareh problem ar materi view answer
ashish gupta	agupta-3	2520	ashish gupta|sameet agarwal|rakesh agrawal|prasad deshpande|jeffrey f. naughton|raghu ramakrishnan|sunita sarawagi	1996	vldb	comput multidimension aggreg
ashish gupta	agupta-3	400	ashish gupta|jennifer widom|yehoshua sagiv|jeffrey d. ullman	1994	daisd	valid constraint partial inform research overview
ashish gupta	agupta-3	1976	ashish gupta|h. v. jagadish|inderpal singh mumick	1997	ngits	mainten mainten outer join view
ashish gupta	agupta-3	461	ashish gupta|dinesh katiyar|inderpal singh mumick	1992	workshop on deductive databases, jicslp	count solut view mainten problem
ashish gupta	agupta-3	462	ashish gupta|jeffrey d. ullman	1992	workshop on deductive databases, jicslp	gener conjunct queri view mainten integr constraint verif abstract
ashish gupta	agupta-3	2285	ashish gupta|inderpal singh mumick|kenneth a. ross	1995	sigmod conference	adapt materi view redefinit
ashish gupta	agupta-3	2286	ashish gupta|inderpal singh mumick|v. s. subrahmanian	1993	sigmod conference	maintain view increment
ashish gupta	agupta-3	1063	ashish gupta	1998	icde	jungle integr data shape size
ashish gupta	agupta-3	1050	ashish gupta|rakesh agrawal|sunita sarawagi	1997	icde	model multidimension databas
ashish gupta	agupta-3	1065	ashish gupta|venky harinarayan|anand rajaraman	1998	icde	virtual databas technolog
ashish gupta	agupta-3	1085	ashish gupta|venky harinarayan	1995	icdt	optim tupl subsumpt
ashish gupta	agupta-3	2052	ashish gupta|yannis papakonstantinou|laura m. haas	1996	pdis	capabl base queri rewrit mediat system
ashish gupta	agupta-3	2053	ashish gupta|dallan quass|inderpal singh mumick|jennifer widom	1996	pdis	make view maintain data wareh
ashish gupta	agupta-3	2103	ashish gupta|yehoshua sagiv|jeffrey d. ullman|jennifer widom	1994	pods	constraint check partial inform
ashish gupta	agupta-3	2100	ashish gupta	2000	pods	entrepreneurship inform system research abstract invit tutori
ashish gupta	agupta-3	2101	ashish gupta|inderpal singh mumick	1992	pods	magic set transform nonrecurs system
ashish gupta	agupta-3	2288	ashish gupta|jennifer widom	1993	sigmod conference	local verif global integr constraint distribut databas
ashish gupta	agupta-3	3294	ashish gupta|inderpal singh mumick|jun rao|kenneth a. ross	2001	inf. syst.	adapt materi view redefinit techniqu perform studi
ashish gupta	agupta-3	3293	ashish gupta|jose a. blakeley	1995	inf. syst.	partial inform updat materi view
ashish gupta	agupta-3	3013	ashish gupta|yannis papakonstantinou|laura m. haas	1998	distributed and parallel databases	capabl base queri rewrit mediat system
ashish gupta	agupta-3	2972	ashish gupta|inderpal singh mumick	1995	ieee data eng. bull.	mainten materi view problem techniqu applic
ashish gupta	agupta-3	2973	ashish gupta|sanjai tiwari	1994	ieee data eng. bull.	constraint manag distribut design databas
ashish gupta	agupta-3	3784	ashish gupta|venky harinarayan|anand rajaraman	1997	sigmod record	virtual databas technolog
